3.893756864572243681e-01 -1.238794254832035757e-01 -1.872338739107095584e-01 1.633657429572162645e+00 4.666962961840691315e-02 7.383119840907380604e-01 1.973502972000579891e+00 -4.140802200416943135e-02
4.986026446364040243e-01 6.136123640383627231e-01 1.735224334175748062e+00 -5.390446758598266275e-01 7.225258689101838883e-01 7.895123192233395315e-01 -4.929336422698912257e-01 -1.467341151061932525e+00
-4.718873818886230587e-01 7.541869291984051316e-01 -5.319718836012235497e-02 2.652828971349652232e-01 1.088206279803019205e+00 3.368597007688875489e-01 1.215866265453303452e+00 -1.416239847257131146e+00
-7.896321629955698196e-01 -8.375729106470114482e-01 -1.586630708200241768e-01 -8.867927790559451129e-01 -6.644271078323429336e-01 6.433921317391905204e-02 3.776007552707281167e-01 -6.950263181279383584e-01
-4.518672541199547643e-01 7.044395324610481790e-01 -5.704787705730396397e-01 2.091158851786986128e-01 -6.008550765168267915e-01 4.831680522076720052e-01 2.975802606034780862e-01 -7.733486207297594062e-01
1.403397314919167638e+00 -3.870409195092121557e-01 8.947270713645512075e-01 -4.288747442795010079e-01 7.577997388440126381e-01 -1.906325204522443695e+00 -8.751082034290468270e-01 1.505141675056390627e-01
-1.590095007515981207e+00 -2.968823139444972115e-01 -6.271265681096310773e-01 2.163135582007173596e+00 6.650635060638437901e-01 4.731913910780146670e-01 -1.310856300111402861e+00 -6.555795920161596735e-01
-1.563363617671386985e+00 -4.300081298475572078e-02 1.202287092812138969e+00 6.731721700094364103e-01 5.914487095447392706e-01 3.941994709454316737e-01 2.776103451276744072e-01 -1.184945831952081363e+00
1.225240690333708304e+00 -7.541224337556404200e-02 -1.124015680580747745e+00 -1.736485809351018039e+00 5.418513885000628694e-01 1.661092897176963401e+00 -1.704088979516759084e+00 -8.756129495701002741e-01
-6.036225182464806105e-01 -1.125293920626887489e+00 1.837114640730916348e-02 1.169430135586448483e+00 -5.512161871374268163e-01 1.492065993877010666e+00 2.486227243670323106e-01 -4.458293114237152910e-01
-3.954839041308148562e-01 9.230067404188599944e-01 1.634514407767329869e-01 -6.344430347678102766e-01 5.805776523944577994e-01 -1.781467611377207438e+00 6.007899131748163368e-01 7.539166083004097407e-01
2.206734336619872172e-01 1.821345180180901080e+00 1.253441955242118322e+00 -2.504794384440253152e-01 -1.184335898112761187e+00 5.091310165475012584e-01 -1.366844547076285360e-02 1.876727943250209973e+00
7.613620747396802890e-02 -3.646048659474009912e-01 7.315821653158870452e-01 1.324399553293269527e+00 -5.214822430588383906e-01 -7.899798525894206058e-01 5.525931489777780037e-02 3.074593552155969745e-01
1.761000469623977382e+00 6.553015803141960527e-01 1.727768476777907791e+00 -8.143807657660289134e-01 -1.167664493097735789e+00 1.703590494918313381e-01 1.590617718312328094e-02 -1.251385054047265522e+00
9.621872607276819866e-02 -1.908061659696312473e+00 -5.573125082226658700e-01 -4.865755320523022509e-01 -1.158152726021488998e+00 1.190803225478469507e+00 1.491580424696160034e-01 1.087460308660341157e+00
-5.049300790547486262e-01 -2.236427750867112929e-01 1.298484199554830409e+00 -1.553626816127466448e+00 9.848348044919751076e-02 7.262461498593784093e-01 -1.277362249016529505e+00 5.467611098117908242e-01
1.364240142271521128e-01 -7.315525152867982106e-01 8.899342599948029120e-01 -1.183022826507323932e-02 1.565064493942701196e+00 2.904497085239355902e-01 1.206514818939244504e+00 -3.481460609387609928e-01
6.359004232521171529e-01 -1.859916376161548257e+00 2.677541136560792623e-01 1.619125962544088138e+00 -2.400735227217714041e-01 9.900209359966943845e-02 -1.106081514123103265e-01 2.031072049974282479e+00
-2.020466335502800082e+00 6.884291206454619116e-01 1.685870646264250317e-01 1.448155035102222765e+00 1.724763452225844373e+00 -8.324058128242716181e-01 -4.550737504208716144e-01 1.169093487396519748e+00
1.127684635762134402e+00 -2.876475663406280470e-01 1.062811592454147913e+00 -3.677024368672188182e-01 2.081730255934522711e-01 1.119551220939347669e-01 7.644817759633121268e-02 2.405241766453781738e-01
1.653549935164797813e-01 -9.547694062430734929e-01 -7.103495863220463669e-01 -9.592322818885018476e-01 2.027338420658255647e+00 1.447533945097017050e+00 1.704008162017038419e+00 2.054819212590608402e+00
5.898321827314885191e-01 4.494491312787110004e-01 -5.092419063406571356e-01 -4.978903434596735345e-01 4.115515715038472466e-01 2.243010300012968083e-01 -1.107571337575932180e+00 -3.575081897011168630e-01
3.556013912957017853e-01 3.249993425230023325e-01 -1.030451428158910776e+00 -2.803596735524561678e-01 -1.053701488436614042e+00 8.268235284648530747e-01 -7.942131315803744318e-01 1.918761679164975753e+00
2.029034653447378544e-01 1.220622700995754206e+00 1.125127431790482468e-01 1.200368963311473136e+00 4.637083360285572664e-01 3.136024266596178500e-01 -2.119329410134756841e+00 2.502229821556214873e+00
-3.436129900937508197e-03 -8.147289780729650710e-01 -1.988494586393542374e+00 2.751515468021404343e-01 5.127149051569626081e-01 -2.060642394317690584e+00 -5.134108977212521463e-01 2.550413529456162509e-01
-3.543062145912073135e-01 -6.665059008585806632e-02 -1.156621131004506725e-01 -4.587379059235969225e-01 9.966022369869868003e-01 9.886097991361366688e-01 -1.486437618289247364e+00 2.036069822881643177e+00
-1.602336734296663456e+00 1.571299476462463818e-01 5.724341243297428883e-02 9.825790605815676315e-01 4.329662108439741863e-01 9.055201163305764966e-01 3.428648421185574446e-01 -9.464494773704994479e-01
-6.612453103337294635e-01 -6.623137593037873444e-03 -2.244599203840048851e+00 -7.110443670149907414e-01 -1.451801628766856922e+00 3.763104499587249796e-01 7.977326126416148799e-01 1.478184652935772281e+00
2.333808488581652796e+00 -4.486531113625460282e-02 6.398406676895486145e-01 2.988193666378417546e-01 2.736703299293070102e-01 -1.187435650612966853e-02 1.801615735689810816e+00 -1.914602323257779681e-01
1.110487956270592713e+00 -1.896843481163132117e-01 -2.104737666223461257e-01 5.800090966235155188e-01 2.117094157158130763e+00 -1.348536699653667403e+00 1.997996602195558857e+00 1.633530660684113567e+00
6.151349827302518003e-01 -1.748317112978230448e+00 -2.003968012813062138e-01 4.411449501864538325e-01 -1.261988968756684093e+00 -9.378750759566337747e-01 -1.336960421024701251e+00 -9.449386647841200304e-01
1.787895573775001523e+00 -7.178803259168502482e-01 -5.837328891656403673e-01 1.691519563490856415e-01 -1.058620457100309054e+00 8.150703278880077063e-01 -8.700849978070449020e-02 -7.716842075079006769e-01
-5.894397449133371714e-01 -2.530096700429218526e-01 -9.201234457872856654e-01 -2.036606499991944208e+00 6.836713731623185186e-01 -7.909474184242571981e-01 1.750787444956402039e-01 -2.832173421363713972e-01
1.279489631216322199e+00 1.365273945433961966e+00 1.045436258153966458e+00 8.623538011777889256e-01 1.591063259554707399e+00 9.815290715908728814e-01 -4.869024511439860037e-01 -2.765325540889481681e-01
7.323079024508659662e-01 -2.640213497672521115e-01 8.312670069532175354e-01 -5.599382101831763825e-02 -9.888837724478102831e-02 7.908404942356093148e-01 2.200121205870724239e+00 -2.549659853224112149e-01
8.111922258922582563e-01 -2.262901050360399680e-01 8.397832055886721436e-01 2.102475962689958511e+00 9.081323286020424879e-02 7.697568957507336940e-01 -2.008207650136919487e+00 -2.245754100177292101e-01
1.427451697782634865e-01 3.324471536965689089e-01 -7.448007840410832969e-01 -5.704216505058330444e-01 -3.059226090374642659e-01 1.454048595456163273e+00 7.339795300513659582e-01 -4.399333609778502407e-01
5.378862477556444199e-01 1.739154445012296435e+00 3.913253075500087164e-01 -8.670699446292444712e-01 2.380589804504085541e-04 -3.145910332449985969e-02 4.663747447196210927e-01 1.927028945874340149e+00
2.608984268807179596e-01 -3.462375085809456521e-01 1.732109493150183033e+00 6.355426285727890923e-01 1.721782199575166705e-01 7.219341560975223171e-01 -4.105682408148154661e-01 -1.156517606090297967e+00
-2.613145714442809964e-01 3.290177452910424960e-01 2.100778463944799335e-01 -1.842945714250491529e-01 9.966748936965037498e-01 8.422013932187910612e-02 3.530993011022415806e-01 1.081540718072806051e+00
-1.058089791860413603e-01 3.172964879111474512e-01 -6.773704063716086132e-01 -2.984195055774033212e-01 3.004641735355237930e-01 7.611719978459390301e-01 2.824303979221672867e-01 9.771002710023402038e-03
-3.585678555893332953e-01 8.650259664338826315e-01 -8.093165647046834943e-02 3.360161135505072005e-01 -1.959169536627006214e-01 4.566644830578225900e-03 9.826216849210042126e-01 3.185975878886970758e-02
-1.599193343647020427e-01 1.180919699024966851e+00 -1.868538699979783724e-01 -6.213159189690614648e-01 1.756634894269681890e-01 -1.376773248057643340e+00 -6.258486468876653386e-02 1.741122375232163066e-01
1.065343548322798428e+00 2.886444203068847525e-01 -2.559330848355260146e-01 -1.113162632719964185e+00 1.223546024862063319e-01 8.464730953680712489e-01 -1.641700969436100443e+00 -5.455953223419968134e-01
3.070312040251441110e-01 -7.693745840623715804e-01 8.977384497543139386e-02 1.790471069314326424e+00 -7.480746789737851010e-01 1.008734631310443941e+00 -1.321487735328982671e+00 1.325638439067767793e+00
1.746166409450042423e+00 -2.223373486267460897e-01 1.215224447131537211e+00 1.334418429736989431e+00 2.509119586594940610e-01 -1.263002945939660115e+00 -2.000538405042157741e+00 -1.744415636868706099e-01
-9.826116962311278735e-01 -1.017399735759949575e+00 -5.184290980750156930e-01 1.046231539923054774e-02 -1.048524387289641924e+00 1.007270261541149958e+00 9.043553948301156220e-01 -6.506506721178783037e-01
-9.841813871106395162e-01 1.504572120693797421e+00 -1.661916923434976212e+00 1.541959940052787914e+00 1.574807973746205736e+00 4.185034303217059493e-01 7.363888286953006457e-01 -1.083380748367600344e+00
6.767620758789891777e-01 -3.083794052201996871e-01 -1.788983204920693515e+00 2.539400523118278130e-01 -1.836366760726902747e+00 -8.863012695423180265e-01 2.566116714698670198e-01 -7.791439071708330943e-03
-8.088680378047776731e-01 2.311815423817480397e+00 -3.059837532452310271e-01 -1.201695443059232371e+00 -1.019125727578979596e-01 2.454797974822369722e-01 -7.947711718899413968e-01 -1.001372313571117001e+00
-6.775831767489032265e-01 1.230583777813268886e+00 -1.227925337350115331e+00 -1.251445013472719081e+00 -7.286175560086672887e-01 1.047720999527430585e+00 1.793069662421956423e+00 -5.775413785014518187e-01
-7.605950191016019879e-01 -3.979977847478234909e-01 3.181336290811266343e-01 -5.780700429983237632e-01 -1.307284952991333515e+00 4.513757712192180138e-01 1.655079499404228660e-02 -8.344165646004770842e-01
-1.351275343700231613e+00 -4.016939792193007785e-01 -1.191298733961603462e+00 1.262303662425572071e-01 -1.836518768595260531e-02 1.163431435970088579e+00 2.671844940718721695e-01 -1.778662561655091623e-01
1.824545292127587093e+00 -3.228616859346314372e-01 2.972339910090046611e-01 -3.094822844209212942e-01 -1.150887985378040157e-01 -2.131525830049745274e+00 -1.253671268065676081e+00 1.095313004969653781e+00
8.590273923676464696e-01 -9.268836370057091933e-01 2.627386830066796297e-01 7.650089206045208590e-01 6.541398255808669182e-01 1.270273700826676788e-01 9.041379809897913677e-01 -4.682755290921915559e-01
8.575507722894134544e-01 -8.030632796400448692e-01 1.949276147081302701e+00 -3.850569412379467593e-01 -4.492807652969907917e-01 1.255211550857830094e+00 -6.331071332462103740e-01 1.969420632596512899e+00
-4.431347534487011242e-01 -3.555158218514316015e-01 1.742977161403254982e+00 6.056466807618124948e-01 9.774039851844456006e-01 8.727236295330429439e-01 1.576204778058859945e+00 -9.192349324630422203e-01
-2.390750603682897601e+00 7.129783010025213530e-01 -5.986026911902485592e-01 -1.378212729724647978e-01 8.536080239557095606e-01 9.403161785446662035e-01 1.306496001019877111e-02 -9.100813313026158147e-01
7.173277651894782725e-01 6.506377389584204474e-02 -4.599191425272387834e-02 1.034013673003288461e-02 1.800717928462564899e-01 9.276430424805592878e-01 -1.610366134284634043e+00 1.887554718432955303e+00
-1.941470610912404415e-01 -1.948611014158909471e+00 -8.892897109871499006e-02 -5.791250136214685096e-01 -1.298483260841135856e+00 4.761379936454661621e-01 -9.681483312949148434e-01 1.948090206298661586e-01
-3.756713848485340734e-01 7.568373989240437805e-01 -1.416518244741720833e+00 -5.350949771540245425e-01 -1.608059790302386105e+00 -7.985825138191160466e-02 8.814408632391230736e-01 3.771766044235175253e-01
3.492964849695875396e-01 5.089517539776807764e-01 -1.008767771557902648e+00 -6.914610000046537974e-02 -1.238869384658743744e+00 -2.021410423910756204e+00 8.105548003124846135e-01 6.536789459134270119e-01
-2.753304249625292410e-01 -2.505129631753863495e-01 1.091876307753013364e+00 -9.898107338234374275e-01 5.407794343499260359e-01 -9.387626598851830373e-01 4.222483642376557156e-01 -5.646895264996496522e-01
1.591342587829633892e+00 -1.007365936098524539e+00 1.256546192866452083e+00 5.827639011965903837e-01 6.325119453806531400e-01 9.898793859514640747e-01 8.096231035987833113e-01 1.297968887060330756e+00
1.390522015738415718e+00 1.097146025682075754e+00 -5.010837774645534592e-01 5.300690578773105122e-01 7.463595259091007073e-01 6.153696903914115390e-01 -8.667831963284479135e-01 -1.051791626966251947e-01
1.671560589504853256e-01 -7.824022785983560935e-01 -6.319014621782226282e-01 9.874392739760201598e-01 -1.788018114670918646e+00 5.227907041742880789e-01 -8.200836262591231218e-01 1.974083012961139971e+00
6.532573328262692991e-01 -1.121165827510415269e+00 1.061096803701556679e-01 -2.763084933896570727e-01 -2.024525778821004846e-02 -2.648342124922075103e-01 8.212823638419124439e-01 -8.582200813884939272e-01
4.144875449246887555e-01 1.844208463146452814e+00 -5.724287740781813794e-01 -3.131461932859274516e-02 -1.728313504361619568e+00 5.533948126872751949e-01 -1.759608840976973898e-01 -1.051363427075932444e+00
9.856073460614314108e-01 -2.377467341207680218e-01 -1.622826153556391926e+00 -1.463395882815088145e+00 -9.364820100399502412e-01 -1.602430568943091771e-01 -5.140629550901943956e-01 -2.492512071704486853e-01
-6.898124252194584062e-03 -1.228802976137844061e+00 -1.118746572402905815e-01 3.284288360847448240e-01 3.980598336451917074e-01 3.541863838879605320e-01 -1.204511700148438447e+00 -8.979883244781364793e-01
6.980903247560237279e-01 1.549878580648992588e-01 -1.140178454949036524e-01 -3.318317938470213280e-01 -2.707387270263028056e-01 1.178828277060113283e+00 -9.739283762224405505e-01 -1.110243411127561086e-01
9.905699123188624888e-01 2.055042727000570668e+00 1.280096217741595543e+00 1.717402740651863935e+00 7.127737344357051308e-01 -1.303109175076743398e+00 -6.536250105304554081e-01 2.440920914416385423e-01
-8.380401974182585811e-02 -1.690639097957358672e+00 -1.712050075135133520e+00 9.268004605917657956e-01 -6.076298005538962599e-01 -1.456102272316505353e+00 3.409998237915339292e-01 4.596578562658696909e-01
1.177041467335332783e-02 -6.862343738946568017e-01 -1.931068173173838609e+00 3.916332264762724114e-01 -8.368769264117305040e-01 -1.751681808073646263e-02 -6.942616261386544974e-01 -6.037607786523766507e-01
3.554307691618795451e-01 -2.025807010757243010e+00 -9.866159754549441718e-01 -1.782614216815139874e-01 -1.236222415495204618e+00 3.366647953846768071e-01 1.683987025463977993e-01 -3.502619190058311460e-01
