-1.330380886793136597e-02 -2.635648012161254883e+00 -2.110368013381958008e-02 -3.166841268539428711e+00 3.182016313076019287e-03 -3.437623381614685059e-02 -5.193160533905029297e+00 -5.276785850524902344e+00 -1.316973939538002014e-03 -1.443052664399147034e-02
2.408765256404876709e-02 -1.073194384574890137e+00 -1.701868325471878052e-02 -1.670547008514404297e+00 -3.210034966468811035e-02 -3.706749528646469116e-02 -5.060110569000244141e+00 -2.560687303543090820e+00 1.403262466192245483e-02 -5.481977015733718872e-03
7.457360625267028809e-03 -1.164687275886535645e+00 -1.722683757543563843e-02 -1.638350248336791992e+00 -4.819869995117187500e-03 -2.586826682090759277e-02 -4.614200592041015625e+00 -4.981977939605712891e+00 1.735724508762359619e-04 5.672685801982879639e-04
5.435936152935028076e-03 -1.154646635055541992e+00 -1.874984800815582275e-02 -1.621320009231567383e+00 -2.168819308280944824e-03 -2.506324276328086853e-02 -4.573134899139404297e+00 -5.184916019439697266e+00 1.274049282073974609e-04 4.083197563886642456e-03
9.434074163436889648e-04 -1.098091602325439453e+00 -3.697322681546211243e-02 -1.560615062713623047e+00 -1.126013509929180145e-02 -3.296670317649841309e-02 -5.039442062377929688e+00 -4.873035430908203125e+00 2.099227160215377808e-03 4.184350371360778809e-03
-2.976869791746139526e-02 -1.222644090652465820e+00 -2.929122000932693481e-02 -1.632914781570434570e+00 3.057134151458740234e-02 -2.612170204520225525e-02 -3.050667524337768555e+00 -5.045002937316894531e+00 3.573764115571975708e-03 2.229160070419311523e-02
-2.726185321807861328e-02 -2.547006607055664062e+00 -2.895265817642211914e-02 -3.206434726715087891e+00 -4.987418651580810547e-04 -4.362126812338829041e-02 -4.806169986724853516e+00 -5.771994590759277344e+00 1.034098863601684570e-02 1.330275088548660278e-03
8.306354284286499023e-04 -3.902199029922485352e+00 -6.632518023252487183e-02 -1.428983449935913086e+00 3.078159689903259277e-02 -4.746139049530029297e-02 -4.309707164764404297e+00 -3.399329423904418945e+00 6.972745060920715332e-03 1.547430828213691711e-02
3.913484513759613037e-03 -3.849263429641723633e+00 -3.765830397605895996e-02 -1.464387655258178711e+00 -5.519192665815353394e-03 -3.730339929461479187e-02 -4.289245128631591797e+00 -5.108118057250976562e+00 1.484621688723564148e-02 -1.813482493162155151e-03
8.207440376281738281e-03 -2.790496587753295898e+00 -6.095191836357116699e-02 -1.387418985366821289e+00 -1.249114610254764557e-02 -2.976732328534126282e-02 -5.413201808929443359e+00 -5.203440189361572266e+00 6.589926779270172119e-03 -7.881850004196166992e-03
-2.702231705188751221e-02 -1.270893096923828125e+00 -1.557983085513114929e-02 -1.633874654769897461e+00 2.123475074768066406e-02 -2.429429069161415100e-02 -2.929741621017456055e+00 -5.279273509979248047e+00 5.568802356719970703e-03 1.697887480258941650e-02
-4.550808668136596680e-02 -1.826519250869750977e+00 -5.059450864791870117e-03 -3.033147335052490234e+00 3.247165679931640625e-02 -3.648940846323966980e-02 -3.952979087829589844e+00 -5.103641033172607422e+00 8.820183575153350830e-03 2.113260701298713684e-02
1.699237897992134094e-02 -1.153641939163208008e+00 -1.596714556217193604e-02 -1.724574327468872070e+00 -1.622118055820465088e-03 -2.522148936986923218e-02 -4.055799484252929688e+00 -2.489134311676025391e+00 1.124717295169830322e-02 5.547430366277694702e-03
-3.399261087179183960e-02 -1.230019330978393555e+00 -2.616988867521286011e-02 -1.626802444458007812e+00 2.128075063228607178e-02 -2.419907227158546448e-02 -3.064254760742187500e+00 -5.847907543182373047e+00 5.672238767147064209e-03 1.865800097584724426e-02
-2.170737832784652710e-03 -1.270972013473510742e+00 -2.605908364057540894e-02 -1.707027196884155273e+00 3.936581313610076904e-03 -3.180068358778953552e-02 -4.423621654510498047e+00 -4.607487678527832031e+00 4.354268312454223633e-03 6.754808127880096436e-04
-3.176869451999664307e-02 -1.522790908813476562e+00 -1.119575649499893188e-02 -4.573032855987548828e+00 4.838407784700393677e-02 -5.428421497344970703e-02 -3.053894281387329102e+00 -3.378699302673339844e+00 -6.336849182844161987e-03 3.557986393570899963e-02
2.460800297558307648e-02 -1.129597425460815430e+00 -1.635637506842613220e-02 -1.726549863815307617e+00 -6.156794726848602295e-03 -2.505858987569808960e-02 -4.451898097991943359e+00 -2.601716279983520508e+00 8.023820817470550537e-03 -1.415833830833435059e-04
-5.162980407476425171e-03 -1.409749269485473633e+00 6.325051188468933105e-03 -4.617097854614257812e+00 2.611093223094940186e-04 -4.856664687395095825e-02 -4.539665699005126953e+00 -5.137139320373535156e+00 -2.483189105987548828e-03 8.316133171319961548e-03
-2.317846938967704773e-02 -1.291868448257446289e+00 -1.270627602934837341e-02 -1.663805961608886719e+00 1.605170965194702148e-02 -2.583278343081474304e-02 -3.011229038238525391e+00 -4.891924858093261719e+00 5.560692399740219116e-03 1.023904606699943542e-02
1.025347784161567688e-02 -1.153388977050781250e+00 -2.082114666700363159e-02 -1.611601591110229492e+00 -3.383935987949371338e-02 -3.070539981126785278e-02 -3.508394002914428711e+00 -4.938182353973388672e+00 -1.366529613733291626e-04 1.872718334197998047e-03
-4.129394888877868652e-03 -1.468928098678588867e+00 1.021675020456314087e-02 -4.659669876098632812e+00 -4.162810742855072021e-03 -5.017809569835662842e-02 -4.460850238800048828e+00 -4.543193817138671875e+00 -4.604905843734741211e-04 1.790966838598251343e-03
-9.207651019096374512e-03 -2.818656206130981445e+00 -5.236298963427543640e-02 -1.344210624694824219e+00 -7.241997867822647095e-03 -3.237322717905044556e-02 -4.329155445098876953e+00 -5.654268264770507812e+00 1.529622450470924377e-02 6.300583481788635254e-03
-1.540973782539367676e-02 -2.680289030075073242e+00 -2.910722792148590088e-02 -3.144897222518920898e+00 1.996323466300964355e-03 -4.056844115257263184e-02 -5.453066349029541016e+00 -5.095228672027587891e+00 2.760885283350944519e-03 -1.521925255656242371e-02
-2.633430063724517822e-03 -1.241738080978393555e+00 -1.407288014888763428e-02 -1.667265415191650391e+00 -1.916956156492233276e-03 -2.711830288171768188e-02 -4.067269325256347656e+00 -4.611567497253417969e+00 4.962490871548652649e-03 1.991428434848785400e-03
-5.989208817481994629e-03 -2.669203042984008789e+00 -5.599517375230789185e-02 -1.332154512405395508e+00 1.980602741241455078e-03 -3.290828317403793335e-02 -4.303643703460693359e+00 -4.888554573059082031e+00 1.321925967931747437e-02 1.073844730854034424e-02
3.518536686897277832e-03 -1.144380092620849609e+00 -3.938798606395721436e-02 -1.570045232772827148e+00 2.699436247348785400e-02 -3.175535798072814941e-02 -4.411289215087890625e+00 -3.400854349136352539e+00 -6.395384669303894043e-03 2.070843428373336792e-02
-5.049601197242736816e-02 -2.737887620925903320e+00 -1.449795812368392944e-02 -2.956626892089843750e+00 2.449981123208999634e-02 -4.269164800643920898e-02 -3.036847114562988281e+00 -5.128638744354248047e+00 1.505394279956817627e-02 1.049111410975456238e-02
-1.988948881626129150e-02 -1.709293603897094727e+00 1.409374177455902100e-02 -3.334079504013061523e+00 2.268679440021514893e-03 -4.356133565306663513e-02 -4.648707389831542969e+00 -4.290746212005615234e+00 6.807208061218261719e-03 -8.505571633577346802e-03
-2.161031216382980347e-02 -1.493963479995727539e+00 -2.005919069051742554e-02 -4.647061347961425781e+00 2.101558446884155273e-02 -5.470665544271469116e-02 -4.462390899658203125e+00 -5.004837036132812500e+00 6.738882511854171753e-04 2.280339226126670837e-02
