8.251443505287170410e-04 -4.571926116943359375e+00 -3.904057666659355164e-03 -3.519124507904052734e+00 -2.525280788540840149e-02 1.317569613456726074e-02 -3.503325581550598145e-02 -3.364436328411102295e-03 -4.882937908172607422e+00
-4.022285342216491699e-02 -3.143797159194946289e+00 -2.410927787423133850e-03 -4.750839233398437500e+00 -2.088141441345214844e-02 -4.784107208251953125e-03 3.422977030277252197e-02 -1.096440106630325317e-02 -4.460248947143554688e+00
-3.528727591037750244e-02 -4.760607242584228516e+00 1.094191148877143860e-02 -3.240079164505004883e+00 4.723370075225830078e-03 -6.521694362163543701e-03 4.524869471788406372e-02 -5.493201315402984619e-03 -3.177478313446044922e+00
-2.643854916095733643e-02 -4.588977813720703125e+00 -1.711672171950340271e-03 -5.705838203430175781e+00 -2.796176075935363770e-02 5.325175821781158447e-03 -1.181845739483833313e-02 -1.526027172803878784e-02 -4.820775508880615234e+00
1.408424973487854004e-02 -4.504071712493896484e+00 -4.621140658855438232e-03 -3.381461381912231445e+00 -3.081073239445686340e-02 1.188863068819046021e-02 -4.861775785684585571e-02 -3.078810870647430420e-03 -5.467948436737060547e+00
6.659232079982757568e-03 -2.829931497573852539e+00 -5.167331546545028687e-04 -3.370060682296752930e+00 -2.841280028223991394e-02 9.175010025501251221e-03 -2.904297038912773132e-02 4.629641771316528320e-03 -5.348365306854248047e+00
-1.556104794144630432e-02 -5.241737842559814453e+00 1.188263297080993652e-03 -5.050122261047363281e+00 -1.843509450554847717e-02 -6.017193198204040527e-03 1.373154483735561371e-02 -1.670857518911361694e-02 -5.158492565155029297e+00
-2.576049044728279114e-02 -5.359650135040283203e+00 6.182886660099029541e-03 -3.402792930603027344e+00 6.634980440139770508e-03 -2.779660373926162720e-02 4.488152265548706055e-02 -2.392217516899108887e-03 -4.660982131958007812e+00
5.165908485651016235e-03 -4.656034469604492188e+00 3.800719976425170898e-03 -5.171971321105957031e+00 -4.257026314735412598e-02 1.750417798757553101e-02 -4.325942322611808777e-02 -2.040904015302658081e-02 -4.082750797271728516e+00
-1.545707136392593384e-02 -4.653831005096435547e+00 1.868404448032379150e-03 -5.695132732391357422e+00 -3.461479023098945618e-02 1.100879162549972534e-02 -3.155373781919479370e-02 -1.595408469438552856e-02 -4.841866016387939453e+00
-9.671702980995178223e-03 -3.852102518081665039e+00 7.793806493282318115e-03 -4.527223587036132812e+00 -1.865740865468978882e-03 -8.517302572727203369e-03 -7.773088291287422180e-03 -7.760889828205108643e-03 -5.122226715087890625e+00
-2.385947108268737793e-02 -5.463535308837890625e+00 4.160240292549133301e-03 -4.548783302307128906e+00 -9.476609528064727783e-03 -1.778667420148849487e-02 1.999200507998466492e-02 -1.268227398395538330e-02 -5.031458377838134766e+00
-1.619915664196014404e-02 -4.476370811462402344e+00 1.830056309700012207e-03 -5.640841007232666016e+00 -3.177749365568161011e-02 7.231675088405609131e-03 -2.131374180316925049e-02 -1.382088661193847656e-02 -4.731359481811523438e+00
-4.502549394965171814e-02 -3.041571617126464844e+00 3.249574452638626099e-03 -5.112537384033203125e+00 -2.244644984602928162e-02 5.990579724311828613e-03 4.077021032571792603e-02 -1.453810185194015503e-02 -3.307566642761230469e+00
-2.480894327163696289e-02 -5.458088397979736328e+00 5.661331117153167725e-03 -4.613041877746582031e+00 -1.075977087020874023e-02 -1.095231622457504272e-02 2.258241362869739532e-02 -1.381987333297729492e-02 -4.663180351257324219e+00
-3.522459417581558228e-02 -5.572149753570556641e+00 2.610620111227035522e-03 -4.658729076385498047e+00 -6.538629531860351562e-03 -1.286898553371429443e-02 3.306421265006065369e-02 -1.510500162839889526e-02 -4.679452419281005859e+00
-1.423500105738639832e-02 -4.345699310302734375e+00 4.760857671499252319e-03 -4.508209705352783203e+00 -2.006108686327934265e-02 -3.593511879444122314e-03 8.277311921119689941e-03 -1.100736111402511597e-02 -4.686409473419189453e+00
