1.235113278551698057e+00 -2.878007297996126312e-01 6.741135994649442020e-01 -1.852362543573819353e+00 -2.504555156595845156e-01 -3.854125864047593386e-01 8.714516943479384825e-02 3.431850458010685112e-01 -4.464103773976789147e-01
-1.828905972780391131e+00 -1.923743134131896015e+00 3.149433105864018478e-01 7.503223898797465319e-01 1.744178563803634452e+00 -1.065373252738569670e-01 -1.244711891049101959e+00 -1.148555009286837736e+00 -1.085200895336435822e+00
-7.526589209105112310e-01 -6.296014704686964114e-02 4.614341046075671748e-01 2.103886243215895124e+00 3.791569390323432098e-01 -1.231335467020276075e+00 1.018039217073014174e-01 1.175835054375937494e+00 -1.526083409187475315e+00
1.353580938090861441e+00 -2.302943943455025844e-01 -3.938381114601365307e-01 -7.353087851099711081e-01 -1.322671274261867369e+00 6.966809693780545709e-01 3.174120835281005193e-01 -9.769005968433870368e-01 -8.764115220202919332e-01
7.217063254004681960e-01 -1.154133734119508897e-01 2.983320472951092039e-01 -2.129514111669100540e+00 8.161986709230349968e-01 1.315751998698365233e+00 1.545069411907706414e+00 2.132583737336491425e-01 4.099461591539946825e-01
-7.802081193292207395e-01 -2.129837208572479490e+00 -1.452585443971310841e+00 -1.754484055530497688e+00 2.716001272572753367e-01 -2.509201042269704640e+00 -1.244127600915440723e+00 -3.592736929739961393e-01 1.051281029298999498e-01
-1.905413624400104533e+00 7.295131003109296408e-01 -3.525457910798666106e-01 -2.172662429769615378e-01 -1.284152042555454898e+00 -1.003494505306994800e+00 1.716483267044067729e+00 -1.328591255991669939e+00 2.966798708634045267e-01
1.361837846914040862e+00 8.255333635004730164e-01 1.313240239038691692e+00 1.573597181941076784e+00 7.059978098636371380e-03 -1.004111379988511937e-01 -4.371013211523500086e-03 2.598431901632579422e+00 -3.935971878487304343e-02
4.437362494202726770e-01 3.918991944569912844e-01 4.676145236968404229e-01 -6.344515866550018979e-01 -7.728629489774470063e-01 3.857585075552319998e-01 3.995707226530693656e-01 -1.233461512228122725e+00 1.432397165682957496e+00
5.778949811819988902e-01 3.234924076835359874e-01 -4.348792374276095329e-01 -7.535213754806256992e-01 1.534819581679588874e+00 3.059212167734703391e-01 4.459304510943284394e-01 -1.367162701861108554e+00 -7.380578550873076460e-02
-2.382913435530926438e-01 1.683216825408637485e+00 -3.981655535594544326e-01 5.424118750121716959e-01 2.655382901126375206e-01 -1.157705249925471414e-01 -4.392385781615259499e-01 2.290766887777707372e-01 1.162343772162417244e+00
