5.795709788799285889e-02 -8.786581456661224365e-03 -9.391002357006072998e-03 7.081866860389709473e-01 -2.001457214355468750e-01
8.252820372581481934e-02 7.989332079887390137e-04 -6.148390173912048340e-01 -5.943652391433715820e-01 -2.413143515586853027e-01
1.252385973930358887e-02 -4.279412329196929932e-03 -1.170475363731384277e+00 1.907275676727294922e+00 -2.335883378982543945e-01
5.495336651802062988e-02 1.125201582908630371e-03 -5.995731353759765625e-01 -1.205643057823181152e+00 -2.629883587360382080e-01
-2.076825797557830811e-01 2.024456858634948730e-03 -1.706067323684692383e-01 -1.908172130584716797e+00 1.820273995399475098e+00
-2.959078550338745117e-02 -1.758179813623428345e-02 -2.609795331954956055e-01 2.153229564428329468e-01 -1.155854225158691406e+00
-5.833849310874938965e-02 -2.411335706710815430e-03 -1.954861879348754883e-01 -1.214128494262695312e+00 -2.444095611572265625e-01
2.319742739200592041e-02 -1.756001263856887817e-03 -5.682575702667236328e-01 -1.185852289199829102e+00 6.851891875267028809e-01
8.965709805488586426e-02 1.833982765674591064e-03 4.126506447792053223e-01 -1.793650865554809570e+00 -2.709946632385253906e-01
1.477442741394042969e+00 -3.886664658784866333e-02 1.505816221237182617e+00 -3.130762279033660889e-02 -1.783906459808349609e+00
-3.102436661720275879e-03 7.495917379856109619e-03 -1.838112473487854004e+00 -2.118386775255203247e-01 1.187195181846618652e+00
4.803308844566345215e-02 -6.081260740756988525e-03 6.390053033828735352e-02 -5.778241157531738281e-01 -2.111255824565887451e-01
-7.901069521903991699e-02 -4.811219871044158936e-03 -2.877804636955261230e-01 2.240252345800399780e-01 -2.364492714405059814e-01
-3.811937570571899414e-02 -1.123084127902984619e-02 -1.186242699623107910e+00 1.946153491735458374e-01 -1.142458677291870117e+00
-1.145065784454345703e+00 1.877788826823234558e-02 1.097901821136474609e+00 2.915005087852478027e-01 -2.400521636009216309e-01
5.795794725418090820e-02 1.023307442665100098e-03 -6.250377297401428223e-01 -5.985003709793090820e-01 -2.329564690589904785e-01
6.102825701236724854e-02 -3.079026937484741211e-04 -6.553962826728820801e-01 -1.583776623010635376e-01 -2.430656850337982178e-01
7.813712954521179199e-02 -7.555149495601654053e-03 3.397786915302276611e-01 2.716453671455383301e-01 -2.300551235675811768e-01
-2.228237390518188477e-01 -1.139193773269653320e-03 -1.478053331375122070e-01 -1.887520074844360352e+00 6.645534634590148926e-01
5.795709788799285889e-02 -8.786581456661224365e-03 -9.391002357006072998e-03 7.081866860389709473e-01 -2.001457214355468750e-01
8.982792496681213379e-03 -2.441048622131347656e-03 -6.332018375396728516e-01 -1.985706239938735962e-01 7.490651011466979980e-01
1.282624602317810059e-01 -1.375623047351837158e-02 2.167420089244842529e-01 1.906514286994934082e+00 -2.104310989379882812e-01
9.290434420108795166e-02 1.151694729924201965e-02 -1.827514290809631348e+00 -2.162761539220809937e-01 -2.441190779209136963e-01
-1.039744913578033447e-02 -1.197170838713645935e-02 -1.800723671913146973e+00 1.195934891700744629e+00 1.873277664184570312e+00
-1.257275342941284180e+00 2.311377972364425659e-02 1.178277611732482910e+00 -1.146061897277832031e+00 1.146585822105407715e+00
2.655573487281799316e-01 -2.723526954650878906e-02 2.528504431247711182e-01 1.116716623306274414e+00 -1.080315232276916504e+00
9.632718563079833984e-02 -3.527022898197174072e-03 -1.820213317871093750e+00 -2.264871746301651001e-01 -1.160566091537475586e+00
4.902839660644531250e-02 -2.543926239013671875e-03 1.260611653327941895e+00 3.340051174163818359e-01 -2.287014722824096680e-01
-2.587664723396301270e-01 4.129238426685333252e-03 -1.175525307655334473e+00 -6.508134603500366211e-01 1.158479928970336914e+00
-1.803705096244812012e-02 -2.845577895641326904e-03 1.323621869087219238e-01 -1.871506452560424805e+00 -2.805330753326416016e-01
2.791398465633392334e-01 -1.346836984157562256e-02 2.901920974254608154e-01 7.813376188278198242e-01 7.328923344612121582e-01
1.360957384109497070e+00 -2.778574079275131226e-02 1.510578274726867676e+00 -1.055076837539672852e+00 -1.926963329315185547e-01
1.271395087242126465e-01 -1.688196510076522827e-02 3.990756869316101074e-01 -1.136820554733276367e+00 -1.175934791564941406e+00
1.024641096591949463e-01 -1.907370984554290771e-02 3.418244123458862305e-01 2.555691599845886230e-01 -1.139157652854919434e+00
7.408583164215087891e-02 -1.250305026769638062e-02 -5.870491266250610352e-01 -1.198113322257995605e+00 -1.203924417495727539e+00
8.982792496681213379e-03 -2.441048622131347656e-03 -6.332018375396728516e-01 -1.985706239938735962e-01 7.490651011466979980e-01
1.382272005081176758e+00 -2.792026102542877197e-02 1.512291550636291504e+00 -1.059124350547790527e+00 -2.048631608486175537e-01
8.122467994689941406e-02 -2.123560756444931030e-03 1.350090026855468750e+00 -8.099211752414703369e-02 -2.007528543472290039e-01
1.492124080657958984e+00 -3.760218620300292969e-02 1.295186638832092285e+00 9.224473237991333008e-01 -1.807926535606384277e+00
-1.470854580402374268e-01 6.589137017726898193e-03 -1.190127968788146973e+00 -1.950589865446090698e-01 -2.282627820968627930e-01
9.850189089775085449e-03 -7.070824503898620605e-03 3.061825037002563477e-02 -1.372884660959243774e-01 -2.335617840290069580e-01
8.345609903335571289e-02 -2.040860801935195923e-02 -6.597006916999816895e-01 1.084794521331787109e+00 -1.087952613830566406e+00
1.196405589580535889e-01 -4.491001367568969727e-03 3.982220292091369629e-01 -1.145445346832275391e+00 -2.468644678592681885e-01
1.188258379697799683e-01 -1.375978440046310425e-02 2.157419621944427490e-01 1.908447384834289551e+00 -2.114782929420471191e-01
-1.215919256210327148e+00 1.677622646093368530e-02 9.960909485816955566e-01 7.727823257446289062e-01 1.162021160125732422e+00
-1.284802436828613281e+00 2.224992215633392334e-02 1.108218312263488770e+00 -5.531112551689147949e-01 1.867827177047729492e+00
-1.412151455879211426e-01 1.174177415668964386e-02 -1.089943170547485352e+00 -1.917070150375366211e+00 -3.118977248668670654e-01
3.686511516571044922e-02 -1.944690570235252380e-02 9.852115064859390259e-02 -1.168083786964416504e+00 -1.194153904914855957e+00
-1.087826967239379883e+00 1.033373177051544189e-03 9.306590557098388672e-01 1.167765140533447266e+00 -2.287101149559020996e-01
-1.773975193500518799e-01 -7.259875535964965820e-03 -2.915334999561309814e-01 2.129278630018234253e-01 1.159113883972167969e+00
6.302934885025024414e-02 -5.389101803302764893e-03 4.086059331893920898e-01 -8.334226906299591064e-02 -1.842053055763244629e+00
-4.784153401851654053e-02 -8.451633155345916748e-03 -6.584572792053222656e-01 1.888323545455932617e+00 -2.333917915821075439e-01
1.652967184782028198e-02 1.749233901500701904e-02 -1.738666653633117676e+00 -1.954648733139038086e+00 -3.202032744884490967e-01
7.250507175922393799e-02 -1.853526756167411804e-02 2.660649418830871582e-01 7.659184336662292480e-01 1.862062692642211914e+00
-5.123531818389892578e-02 -3.090485930442810059e-03 1.179728388786315918e+00 8.389688730239868164e-01 1.160154581069946289e+00
1.380237340927124023e+00 -3.568263351917266846e-02 1.264785647392272949e+00 3.753747940063476562e-01 1.866063714027404785e+00
7.556417584419250488e-02 3.285389393568038940e-03 4.463448524475097656e-01 -1.707588076591491699e+00 -1.929443120956420898e+00
1.328825950622558594e+00 -3.601757436990737915e-02 1.185200572013854980e+00 1.298832416534423828e+00 1.128578305244445801e+00
7.250507175922393799e-02 -1.853526756167411804e-02 2.660649418830871582e-01 7.659184336662292480e-01 1.862062692642211914e+00
-4.373043775558471680e-03 -2.915769815444946289e-03 3.420615494251251221e-01 -5.886927843093872070e-01 1.156851768493652344e+00
7.882542908191680908e-02 -3.534004092216491699e-03 -6.622954607009887695e-01 6.729953885078430176e-01 -2.161526978015899658e-01
1.202134191989898682e-01 1.161754131317138672e-03 4.263967275619506836e-01 -1.778915882110595703e+00 -2.761812806129455566e-01
-4.447934031486511230e-02 -2.352453768253326416e-03 -2.429383397102355957e-01 -5.920346975326538086e-01 -2.250188291072845459e-01
4.077476263046264648e-02 -1.864141225814819336e-02 -1.165449500083923340e+00 2.011174201965332031e+00 -1.800144433975219727e+00
1.423647403717041016e+00 -2.611784636974334717e-02 1.547181487083435059e+00 -1.690654277801513672e+00 -2.067094743251800537e-01
1.579589247703552246e-01 -2.405937016010284424e-02 2.183609306812286377e-01 1.928453326225280762e+00 -1.094521164894104004e+00
