-1.563758105039596558e-01 2.513489127159118652e-02 -8.462314009666442871e-01 3.857613801956176758e-01
-5.592461228370666504e-01 2.115258872509002686e-01 -9.822525382041931152e-01 -2.451979517936706543e-01
8.543556332588195801e-01 1.155166983604431152e+00 1.125694870948791504e+00 8.347274065017700195e-01
-6.031178832054138184e-01 6.272816658020019531e-01 -7.418222725391387939e-02 -1.773886799812316895e+00
-1.163976639509201050e-01 5.784671306610107422e-01 -8.703920841217041016e-01 4.060739576816558838e-01
-5.592461228370666504e-01 2.115258872509002686e-01 -9.822525382041931152e-01 -2.451979517936706543e-01
7.687240242958068848e-01 -1.111517429351806641e+00 -1.071512579917907715e+00 -2.860700488090515137e-01
-5.600175261497497559e-01 6.249607801437377930e-01 -2.487326413393020630e-01 -1.098256707191467285e+00
-4.985027909278869629e-01 5.966622829437255859e-01 -7.807371616363525391e-01 1.085459589958190918e+00
-1.211404800415039062e+00 -3.083103597164154053e-01 8.857838511466979980e-01 -3.880821168422698975e-01
-1.186706900596618652e+00 6.737241148948669434e-02 -9.331343770027160645e-01 -1.856559813022613525e-01
1.236624240875244141e+00 5.661134719848632812e-01 3.273888230323791504e-01 1.900269091129302979e-01
-1.886405229568481445e+00 -3.009088933467864990e-01 8.776894211769104004e-01 -3.222923576831817627e-01
-5.280485749244689941e-01 1.916743814945220947e-01 -8.028670549392700195e-01 1.063009023666381836e+00
-1.610815376043319702e-01 -7.820606231689453125e-01 -8.761330842971801758e-01 3.709245324134826660e-01
4.121542572975158691e-01 1.823736310005187988e+00 -1.061486244201660156e+00 -2.904762923717498779e-01
-5.449244379997253418e-01 -1.147856712341308594e+00 1.121245026588439941e+00 8.363403081893920898e-01
-5.923178195953369141e-01 2.053725421428680420e-01 -9.495051205158233643e-02 -1.154395937919616699e+00
-1.212078332901000977e+00 -7.651469707489013672e-01 -5.218024551868438721e-02 -1.156863808631896973e+00
1.204015970230102539e+00 5.948380231857299805e-01 -2.478140145540237427e-01 -1.146547436714172363e+00
-4.471442103385925293e-01 1.846574902534484863e+00 2.519505620002746582e-01 2.854000627994537354e-01
8.839939832687377930e-01 1.825271487236022949e+00 8.538475632667541504e-01 -4.458352327346801758e-01
1.979805350303649902e+00 1.787775754928588867e+00 6.125568747520446777e-01 -4.708737134933471680e-01
8.224868178367614746e-01 -2.807996273040771484e-01 -7.985649704933166504e-01 3.193549513816833496e-01
-5.749223232269287109e-01 -3.275671601295471191e-01 9.145098328590393066e-01 -4.131765365600585938e-01
-5.382439494132995605e-01 6.282033920288085938e-01 -9.675735831260681152e-01 -2.121223211288452148e-01
1.147554993629455566e+00 -1.982884883880615234e+00 -1.397688686847686768e-02 -1.768950223922729492e+00
-1.740406990051269531e+00 1.183968424797058105e+00 1.101740956306457520e+00 1.014339447021484375e+00
-1.810473680496215820e+00 -7.835308313369750977e-01 -8.049780130386352539e-01 1.097415804862976074e+00
-1.238566875457763672e+00 -1.136333107948303223e+00 -1.027215957641601562e+00 -1.936598718166351318e-01
-1.193219423294067383e+00 -2.864073216915130615e-01 -9.447912573814392090e-01 -2.132776677608489990e-01
3.527052402496337891e-01 1.365950703620910645e-02 -8.722445964813232422e-01 3.661259710788726807e-01
3.644096255302429199e-01 -1.997057199478149414e+00 1.220175623893737793e-02 1.873101353645324707e+00
-5.824516415596008301e-01 3.749331831932067871e-02 8.634918332099914551e-01 -4.091087579727172852e-01
1.915424704551696777e+00 5.791435241699218750e-01 7.278351187705993652e-01 -4.977207779884338379e-01
-1.434623748064041138e-01 1.725498139858245850e-01 4.188478589057922363e-01 1.838245689868927002e-01
-1.172427415847778320e+00 2.180229127407073975e-01 -9.400337338447570801e-01 -2.033539712429046631e-01
4.442546963691711426e-01 8.432659506797790527e-02 5.162163078784942627e-02 1.904947519302368164e+00
1.246581196784973145e+00 1.172463297843933105e+00 -1.133431553840637207e+00 -3.023846149444580078e-01
-5.382439494132995605e-01 6.282033920288085938e-01 -9.675735831260681152e-01 -2.121223211288452148e-01
-1.848823785781860352e+00 8.334574103355407715e-02 -9.503391385078430176e-01 -1.511392295360565186e-01
3.834164738655090332e-01 5.483001470565795898e-01 1.052933454513549805e+00 8.378207683563232422e-01
-5.514997839927673340e-01 -7.736116647720336914e-01 8.634263873100280762e-01 -4.698305130004882812e-01
-6.272452473640441895e-01 -1.143233180046081543e+00 8.711808323860168457e-01 -4.245495796203613281e-01
-1.199147820472717285e+00 4.976335167884826660e-02 8.381336331367492676e-01 -3.589018285274505615e-01
-5.446150302886962891e-01 1.874380469322204590e+00 -2.019291669130325317e-01 -1.717864632606506348e+00
-1.602273136377334595e-01 -3.073488175868988037e-01 -9.480342268943786621e-01 -3.181912899017333984e-01
-1.224269390106201172e+00 -1.971434473991394043e+00 9.472933411598205566e-01 -3.811879456043243408e-01
-2.187462896108627319e-01 -1.157653689384460449e+00 4.161091446876525879e-01 1.530008912086486816e-01
1.906162023544311523e+00 6.104303598403930664e-01 -1.122241497039794922e+00 -3.884385228157043457e-01
-1.597499698400497437e-01 1.201302886009216309e+00 -1.988790780305862427e-01 -1.805669546127319336e+00
2.862874865531921387e-01 -1.137760996818542480e+00 9.010642170906066895e-01 -4.709109067916870117e-01
-4.997919797897338867e-01 5.894703865051269531e-01 3.317504525184631348e-01 2.568744122982025146e-01
-1.153215527534484863e+00 6.090553998947143555e-01 4.011142849922180176e-01 2.876250743865966797e-01
3.621637225151062012e-01 -3.466584086418151855e-01 4.305884242057800293e-01 1.468704342842102051e-01
1.943647623062133789e+00 -3.117992579936981201e-01 -9.095951914787292480e-01 9.196361899375915527e-01
-6.031178832054138184e-01 6.272816658020019531e-01 -7.418222725391387939e-02 -1.773886799812316895e+00
-1.186374783515930176e+00 1.996330916881561279e-01 8.392105698585510254e-01 -3.737973868846893311e-01
-1.759348392486572266e+00 -1.227486371994018555e+00 1.583247035741806030e-01 1.965298414230346680e+00
-4.867611527442932129e-01 1.871286988258361816e+00 -1.107932209968566895e+00 -1.917992532253265381e-01
-4.561606049537658691e-01 1.844848752021789551e+00 -8.304956555366516113e-01 1.131031274795532227e+00
-1.776167601346969604e-01 3.471907973289489746e-02 8.760712742805480957e-01 -4.434511065483093262e-01
3.262447118759155273e-01 -7.765430212020874023e-01 -8.950255513191223145e-01 9.987853765487670898e-01
-5.514997839927673340e-01 -7.736116647720336914e-01 8.634263873100280762e-01 -4.698305130004882812e-01
1.915424704551696777e+00 5.791435241699218750e-01 7.278351187705993652e-01 -4.977207779884338379e-01
-5.513556599617004395e-01 2.624127268791198730e-02 3.755105137825012207e-01 2.184684574604034424e-01
2.436943352222442627e-02 6.020935773849487305e-01 -8.580742478370666504e-01 1.052898645401000977e+00
1.159197092056274414e+00 -1.160957455635070801e+00 -9.395597577095031738e-01 3.032749593257904053e-01
1.772611975669860840e+00 -2.136686086654663086e+00 1.068231940269470215e+00 7.697479724884033203e-01
-1.239454895257949829e-01 -1.895024538040161133e+00 8.782611489295959473e-01 -4.379040002822875977e-01
-2.092963308095932007e-01 -3.084736764430999756e-01 7.427498698234558105e-03 -1.902142643928527832e+00
1.811815381050109863e+00 -2.110495090484619141e+00 -1.121881246566772461e+00 -3.334680795669555664e-01
-4.776828885078430176e-01 -8.468234539031982422e-01 7.891532778739929199e-02 1.898118853569030762e+00
-6.069764494895935059e-03 -8.455132246017456055e-01 7.116615772247314453e-02 1.881266713142395020e+00
2.007357835769653320e+00 -3.918180763721466064e-01 4.138743877410888672e-02 1.789582014083862305e+00
-1.666054129600524902e-02 1.210042834281921387e-02 1.024656891822814941e+00 8.410765528678894043e-01
3.613253831863403320e-01 1.683962047100067139e-01 9.050292372703552246e-01 -4.842382073402404785e-01
8.863124847412109375e-01 1.840374588966369629e+00 -1.086742281913757324e+00 -2.797982692718505859e-01
-1.602273136377334595e-01 -3.073488175868988037e-01 -9.480342268943786621e-01 -3.181912899017333984e-01
-1.077903270721435547e+00 1.110076606273651123e-01 3.938816487789154053e-02 1.956225752830505371e+00
1.884272217750549316e+00 -1.278604626655578613e+00 7.394893467426300049e-02 1.772594809532165527e+00
