2.533380000000000223e+02 4.752536165038635518e-01
1.915120000000000005e+02 4.250011764689565208e-01
1.977520000000000095e+02 5.887495222927976446e-01
2.507059999999999889e+02 8.252478415603347051e-01
2.537840000000000202e+02 8.153796661678542890e-01
2.640319999999999823e+02 1.064704653882943441e+00
2.684260000000000446e+02 1.027591358468916471e+00
2.312400000000000091e+02 1.428075628249436235e+00
2.412900000000000205e+02 7.862887510323417484e-01
2.089459999999999980e+02 1.338758379992446956e+00
2.331850000000000023e+02 1.191049956970736456e+00
2.698760000000000332e+02 5.664221040884482861e-01
1.622490000000000236e+02 3.626485902357833857e-01
2.392179999999999893e+02 2.795102860361283192e-01
2.423770000000000380e+02 6.591100059929260180e-01
2.355579999999999927e+02 1.682434545532160319e+00
2.601250000000000000e+02 9.205541809149564436e-01
2.298480000000000132e+02 4.215044483750978177e-01
2.130359999999999729e+02 1.244220237739284363e+00
2.357249999999999943e+02 1.451454442964025926e+00
2.658949999999999818e+02 1.436972511915256545e+00
1.287750000000000341e+02 1.798610574860475819e-01
2.194229999999999450e+02 8.459822693177371233e-01
2.382969999999999686e+02 9.349042731745366153e-01
2.196110000000000184e+02 9.574883811305490156e-01
2.599239999999999782e+02 6.648338138211699055e-01
2.503599999999999852e+02 7.575156764054413738e-01
2.158409999999999798e+02 5.999033255450351154e-01
2.410530000000000257e+02 1.062697511053825261e+00
2.649510000000000218e+02 7.779100205036634241e-01
2.911950000000000500e+02 1.151711769497895999e+00
2.287729999999999961e+02 1.470746749104005380e+00
2.624689999999999941e+02 9.310123522273956453e-01
2.896569999999999823e+02 7.886608903705032425e-01
2.749900000000000091e+02 1.850932197569629789e+00
1.909420000000000073e+02 7.448597183362773988e-01
1.985469999999999970e+02 1.581328555360958787e-01
2.697989999999999782e+02 6.215416317512475475e-01
2.319110000000000014e+02 4.675617606263405279e-01
2.297289999999999850e+02 1.016554966541405092e+00
2.642620000000000005e+02 4.724256555268686042e-01
2.658439999999999941e+02 3.947961499305607802e-01
2.725110000000000241e+02 7.538129741520916971e-01
1.385740000000000123e+02 5.200326912800798951e-01
2.097650000000000148e+02 4.544887237324979901e-01
2.584679999999999609e+02 4.475332389890104290e-01
1.986680000000000064e+02 3.606050471083335207e-01
2.213870000000000005e+02 1.287014374434097164e+00
2.643849999999999909e+02 5.310555526496301137e-01
1.762249999999999659e+02 2.069541011915388140e-01
1.787409999999999854e+02 9.526090488757715802e-01
2.251660000000000252e+02 7.605484862913058919e-01
2.738079999999999927e+02 7.965462949509057866e-01
1.886889999999999930e+02 4.403112535468554078e-01
2.238650000000000091e+02 1.450265492935692624e+00
2.028639999999999759e+02 5.155133363939319313e-01
2.231929999999999836e+02 1.314437522288534499e+00
2.212439999999999998e+02 1.000916579940609452e+00
2.269979999999999905e+02 8.078366171448536637e-02
1.785389999999999873e+02 8.710074626545972754e-01
2.265719999999999743e+02 7.240621520284047374e-01
2.330619999999999834e+02 4.281424996423527363e-01
2.319190000000000111e+02 1.299324439853261515e+00
2.855949999999999704e+02 1.622812373627950056e+00
2.526119999999999948e+02 9.054755656559750898e-01
1.942840000000000202e+02 1.098996815282006878e+00
1.811129999999999995e+02 7.407334203342005319e-01
1.997189999999999941e+02 6.086000328623063504e-01
1.789029999999999916e+02 5.535304869652588611e-01
2.044519999999999982e+02 6.596483911903339159e-01
2.487349999999999852e+02 1.122599661500042201e+00
