2.411200000000000330e+02 7.996999437288973001e-01
1.899010000000000105e+02 9.019390223291171571e-01
2.751189999999999714e+02 1.021006366287688705e+00
1.902969999999999970e+02 1.381186446501706966e+00
1.881430000000000007e+02 7.564429919035542405e-01
2.502509999999999764e+02 3.298848283871276821e-01
2.142320000000000277e+02 7.623752356943365172e-01
2.051670000000000016e+02 6.067668415462406095e-01
2.219979999999999905e+02 6.021760539908574961e-01
2.252649999999999579e+02 7.731170674613327964e-01
2.397260000000000275e+02 1.417876581370890454e+00
2.722860000000000014e+02 1.675432481480516600e+00
2.746100000000000136e+02 5.972269250460882084e-01
2.465169999999999959e+02 1.458710389350815761e+00
1.919610000000000127e+02 3.809120633427093283e-01
2.090989999999999895e+02 5.443473155991495060e-01
2.128710000000000093e+02 5.236162717104939635e-01
2.446109999999999616e+02 8.858916412293327269e-01
2.805910000000000082e+02 1.520728115081722676e+00
2.559249999999999545e+02 1.252126191723496484e+00
2.817990000000000350e+02 2.092370426095722546e+00
2.637839999999999918e+02 1.218935601252159939e+00
2.756339999999999577e+02 7.517672512154469633e-01
2.314670000000000130e+02 2.921061450911342505e-01
1.886060000000000230e+02 7.649928104237283533e-01
2.260489999999999782e+02 6.532105326768763431e-01
1.711529999999999632e+02 4.246480895989077631e-01
2.295609999999999786e+02 5.005636822623061866e-01
2.690960000000000036e+02 5.704945223225174056e-01
2.237509999999999764e+02 7.371594128816336688e-01
2.525989999999999895e+02 6.210346206130548108e-01
1.794420000000000073e+02 5.492777075396400033e-01
2.232760000000000105e+02 3.782115809966671849e-01
2.256370000000000005e+02 7.764122616239444996e-01
2.467439999999999998e+02 4.484462063614782501e-01
2.240400000000000205e+02 2.483620341356544969e+00
2.707529999999999859e+02 1.198801901900392819e+00
1.825859999999999843e+02 5.998116370995090207e-01
2.327069999999999652e+02 8.943746418587630309e-01
1.995400000000000205e+02 6.659129072183547216e-01
2.111470000000000198e+02 4.307737225040569884e-01
2.485760000000000218e+02 1.320065907445542974e+00
2.148929999999999723e+02 4.055440789852584049e-01
2.445250000000000057e+02 6.511835378754607939e-01
1.754759999999999707e+02 6.867124580200906214e-01
2.227360000000000184e+02 1.115290993418303733e+00
2.349570000000000221e+02 1.226737950827314849e+00
1.800999999999999943e+02 6.066547617879585186e-01
1.678489999999999895e+02 1.266630964409134030e+00
2.037980000000000018e+02 7.217451073613256884e-01
2.464459999999999980e+02 3.350880481306399705e-01
