-1.870000213384628296e-01 -9.412447363138198853e-02 -1.555382847785949707e+00
1.612717986106872559e+00 1.130369782447814941e+00 1.025342822074890137e+00
2.025541782379150391e+00 -1.219968274235725403e-01 -1.257437229156494141e+00
1.204749226570129395e+00 2.276646494865417480e-01 3.236641883850097656e-01
1.870503067970275879e+00 -1.390829831361770630e-01 1.193120703101158142e-02
3.272012472152709961e-01 1.106422841548919678e-01 1.927174568176269531e+00
1.313286185264587402e+00 -5.957698822021484375e-01 -1.379509449005126953e+00
2.415055632591247559e-01 1.193032026290893555e+00 -4.676709771156311035e-01
1.721045255661010742e+00 2.229667901992797852e-01 6.311817765235900879e-01
1.827961444854736328e+00 -5.824167728424072266e-01 -3.446357250213623047e-01
-1.034915924072265625e+00 -6.466293931007385254e-01 1.609212756156921387e+00
-6.292966008186340332e-01 8.053744435310363770e-01 -8.606405854225158691e-01
2.473646998405456543e-01 2.762726843357086182e-01 -8.402659296989440918e-01
3.064963817596435547e-01 -2.823776304721832275e-01 1.922130465507507324e+00
1.949446499347686768e-01 -5.622151494026184082e-01 -1.529021501541137695e+00
6.337847709655761719e-01 -1.641811877489089966e-01 -1.119952797889709473e-01
-7.925255298614501953e-01 -1.932932585477828979e-01 7.092640995979309082e-01
2.181617617607116699e-01 8.288546800613403320e-01 -1.463532686233520508e+00
3.272012472152709961e-01 1.106422841548919678e-01 1.927174568176269531e+00
-2.047674357891082764e-01 -1.190500035881996155e-01 -1.835556328296661377e-01
-1.074970364570617676e+00 -5.075938105583190918e-01 -1.604762315750122070e+00
-1.109756708145141602e+00 -1.074283719062805176e+00 -1.609039902687072754e+00
-1.836951255798339844e+00 3.058279156684875488e-01 2.504306733608245850e-01
-2.372873127460479736e-01 -1.169064283370971680e+00 1.360264122486114502e-01
-1.478603482246398926e-02 -2.131989896297454834e-01 1.197799921035766602e+00
-1.883787214756011963e-01 -9.670991450548171997e-02 -5.203257203102111816e-01
-1.242091774940490723e+00 -1.306645423173904419e-01 6.532685160636901855e-01
-1.844060420989990234e+00 -1.763006806373596191e+00 3.454085439443588257e-03
1.652802228927612305e-01 -6.265360713005065918e-01 4.197663068771362305e-01
1.855452060699462891e-01 -5.969884991645812988e-01 -1.590634584426879883e-01
5.947597622871398926e-01 -6.231777071952819824e-01 2.323022633790969849e-01
-1.086234688758850098e+00 -8.626625686883926392e-02 6.468433141708374023e-02
6.471196413040161133e-01 2.439606636762619019e-01 -1.143122911453247070e-01
6.892286539077758789e-01 2.777860164642333984e-01 -8.279755711555480957e-01
7.030467391014099121e-01 1.220246076583862305e+00 -1.518880724906921387e+00
