2.563130110502243042e-03 -9.511534124612808228e-03 -5.411437034606933594e+00 -2.828828811645507812e+00 -3.782299518585205078e+00 2.144463360309600830e-04
-4.348773509263992310e-03 -1.518684998154640198e-02 -4.515948772430419922e+00 -2.805668115615844727e+00 -5.949336528778076172e+00 -4.996171221137046814e-03
6.385501474142074585e-03 -6.555393338203430176e-05 -5.100590229034423828e+00 -4.087709426879882812e+00 -4.527893066406250000e+00 -1.531822606921195984e-02
9.064313024282455444e-03 -2.944622188806533813e-03 -4.972342014312744141e+00 -2.737646818161010742e+00 -4.820501804351806641e+00 6.248131394386291504e-04
-3.389157354831695557e-04 3.407474607229232788e-03 -4.066220760345458984e+00 -2.645112276077270508e+00 -4.757469654083251953e+00 -5.155049264430999756e-03
-2.111174538731575012e-02 -2.104606106877326965e-02 -3.402773618698120117e+00 -5.326878547668457031e+00 -5.469804763793945312e+00 -1.179013215005397797e-02
5.204971879720687866e-03 -4.005048424005508423e-03 -5.347395896911621094e+00 -2.754036664962768555e+00 -4.698326587677001953e+00 3.752347081899642944e-03
9.749289602041244507e-03 -6.391916424036026001e-03 -4.469567298889160156e+00 -2.752614259719848633e+00 -5.183637142181396484e+00 -9.811297059059143066e-05
3.152441233396530151e-03 -7.823295891284942627e-04 -4.548851490020751953e+00 -2.734718561172485352e+00 -4.753164768218994141e+00 5.250908434391021729e-04
7.647704333066940308e-03 -1.625753939151763916e-04 -3.394859075546264648e+00 -2.799629688262939453e+00 -5.272472858428955078e+00 -6.734527647495269775e-03
1.967404037714004517e-03 -2.685717120766639709e-02 -3.363409757614135742e+00 -2.737240791320800781e+00 -5.916218280792236328e+00 -6.782671436667442322e-03
1.812341436743736267e-02 -1.272991672158241272e-02 -3.371292114257812500e+00 -2.718921422958374023e+00 -5.164954185485839844e+00 -6.239004433155059814e-04
1.813323423266410828e-02 -1.279436424374580383e-02 -3.373585462570190430e+00 -2.719011306762695312e+00 -5.164989948272705078e+00 -6.294213235378265381e-04
8.605681359767913818e-04 5.819153040647506714e-03 -3.493374586105346680e+00 -2.755855798721313477e+00 -4.843301296234130859e+00 -5.816992372274398804e-03
-2.776347100734710693e-04 -6.228987127542495728e-03 -4.931495666503906250e+00 -2.831863403320312500e+00 -3.866094112396240234e+00 -3.307465463876724243e-03
1.200012490153312683e-02 -1.559192314743995667e-02 -5.773844718933105469e+00 -2.744929075241088867e+00 -5.057691574096679688e+00 8.913539350032806396e-04
-4.896003752946853638e-03 -1.925328746438026428e-02 -5.300980567932128906e+00 -5.340666294097900391e+00 -4.867784023284912109e+00 6.546746939420700073e-03
8.516278117895126343e-03 -6.243769079446792603e-03 -5.367662906646728516e+00 -2.732981443405151367e+00 -4.867710590362548828e+00 4.771802574396133423e-03
-3.519393503665924072e-04 3.244575113058090210e-03 -4.070625305175781250e+00 -2.646814823150634766e+00 -4.752608776092529297e+00 -5.174301564693450928e-03
-2.013057097792625427e-02 -2.352604642510414124e-02 -3.324062824249267578e+00 -5.400228023529052734e+00 -6.026820659637451172e+00 -1.126611046493053436e-02
-2.897504717111587524e-03 -3.116536885499954224e-03 -3.489785432815551758e+00 -2.723634719848632812e+00 -3.087381839752197266e+00 -4.768326878547668457e-03
9.639795869588851929e-03 -2.714935690164566040e-03 -4.013303756713867188e+00 -2.776161909103393555e+00 -5.251150131225585938e+00 -3.142241388559341431e-03
5.204971879720687866e-03 -4.005048424005508423e-03 -5.347395896911621094e+00 -2.754036664962768555e+00 -4.698326587677001953e+00 3.752347081899642944e-03
-4.152212291955947876e-03 7.356639951467514038e-03 -4.106822013854980469e+00 -4.997128963470458984e+00 -4.843563556671142578e+00 -6.679238751530647278e-03
1.178423687815666199e-02 -4.720333963632583618e-03 -4.997790336608886719e+00 -2.714499711990356445e+00 -4.942551136016845703e+00 1.634467393159866333e-03
7.238041609525680542e-03 -1.436853781342506409e-02 -3.247229814529418945e+00 -2.670027017593383789e+00 -2.889295101165771484e+00 3.875084221363067627e-04
5.141731351613998413e-03 -3.156546503305435181e-03 -5.161976814270019531e+00 -2.729629516601562500e+00 -4.734086036682128906e+00 3.746483474969863892e-03
-1.939483359456062317e-02 -1.455818489193916321e-02 -3.464432239532470703e+00 -5.395677089691162109e+00 -4.007257938385009766e+00 -1.259744912385940552e-02
5.112435668706893921e-03 -3.099355846643447876e-03 -5.170089721679687500e+00 -2.730057954788208008e+00 -4.732327938079833984e+00 3.744836896657943726e-03
-7.964882999658584595e-03 -1.130554825067520142e-03 -3.399304151535034180e+00 -3.480822324752807617e+00 -4.855550765991210938e+00 5.180653184652328491e-03
-6.953962147235870361e-04 -1.374084129929542542e-02 -4.782966613769531250e+00 -3.494293689727783203e+00 -5.153315067291259766e+00 1.603785902261734009e-02
1.328658312559127808e-03 -3.882858902215957642e-03 -5.237358093261718750e+00 -2.691819906234741211e+00 -4.603875637054443359e+00 -3.134123980998992920e-04
