-5.041763305664062500e+00 -5.239053249359130859e+00 -8.535301312804222107e-04 -1.539193689823150635e-01 -3.530194982886314392e-03 -2.871510758996009827e-02 -4.072220802307128906e+00
-4.253512859344482422e+00 -1.649403810501098633e+00 5.058252252638339996e-03 -1.922951936721801758e+00 2.403981983661651611e-03 1.745765563100576401e-03 -4.428170204162597656e+00
-4.176283359527587891e+00 -1.492815971374511719e+00 -2.546170726418495178e-04 -2.670459747314453125e+00 1.774527877569198608e-02 6.530299317091703415e-03 -4.759293079376220703e+00
-5.063264369964599609e+00 -5.144939899444580078e+00 -1.354193408042192459e-02 -8.119339942932128906e-01 2.000383287668228149e-02 -1.327719539403915405e-02 -5.458430290222167969e+00
-5.605341434478759766e+00 -1.731724739074707031e+00 -1.474433578550815582e-03 -3.986453294754028320e+00 3.651510924100875854e-02 -1.932565588504076004e-03 -3.498987674713134766e+00
-5.530753612518310547e+00 -1.804685115814208984e+00 8.311318233609199524e-03 -3.227491140365600586e+00 3.062307089567184448e-02 6.795264314860105515e-03 -3.466547012329101562e+00
-5.547557830810546875e+00 -1.707980871200561523e+00 3.084652125835418701e-04 -3.233493328094482422e+00 1.409338321536779404e-02 1.165246032178401947e-02 -4.399587154388427734e+00
-4.249880313873291016e+00 -1.631080389022827148e+00 -1.201681513339281082e-02 -4.013254165649414062e+00 2.123896777629852295e-02 -8.893372491002082825e-03 -4.077190399169921875e+00
-4.191073894500732422e+00 -1.542567968368530273e+00 1.127004623413085938e-03 -2.618927717208862305e+00 1.556008029729127884e-02 -5.477988161146640778e-04 -4.450737953186035156e+00
-4.960932731628417969e+00 -1.535245656967163086e+00 -9.361331351101398468e-03 -3.561435222625732422e+00 1.075083762407302856e-02 -7.656449452042579651e-05 -4.060780525207519531e+00
-4.637440204620361328e+00 -5.215202331542968750e+00 -1.955416053533554077e-02 -7.763838768005371094e-01 5.332566797733306885e-05 -3.416031226515769958e-02 -4.108187198638916016e+00
-3.357628345489501953e+00 -5.286865711212158203e+00 -5.853128619492053986e-03 1.541973054409027100e-01 -2.656451798975467682e-02 -3.433474153280258179e-02 -3.642378568649291992e+00
-5.252156734466552734e+00 -1.538111925125122070e+00 -8.458157069981098175e-03 -3.567661523818969727e+00 1.103110518306493759e-02 -5.397968925535678864e-04 -4.055941581726074219e+00
-4.778306484222412109e+00 -5.273810386657714844e+00 -1.377922389656305313e-02 -8.032327890396118164e-01 9.712291881442070007e-03 -3.016310930252075195e-02 -4.099785327911376953e+00
-4.078998565673828125e+00 -1.614757299423217773e+00 -1.573153957724571228e-02 -3.948400735855102539e+00 8.821934461593627930e-03 -1.871779747307300568e-02 -3.598253250122070312e+00
-5.049885272979736328e+00 -5.164679050445556641e+00 -1.239676959812641144e-03 -7.314792275428771973e-02 -2.678791061043739319e-03 -2.184584550559520721e-02 -4.430428504943847656e+00
-5.098559379577636719e+00 -1.673318624496459961e+00 9.420366957783699036e-03 -1.788610219955444336e+00 3.836136311292648315e-03 4.495704080909490585e-03 -4.444273948669433594e+00
-5.562751293182373047e+00 -1.644257068634033203e+00 7.824740372598171234e-03 -2.568222045898437500e+00 1.519695017486810684e-02 -5.736072082072496414e-03 -4.065614700317382812e+00
-5.338972091674804688e+00 -1.550616264343261719e+00 -5.747298710048198700e-03 -3.611817121505737305e+00 2.927529998123645782e-02 9.431485086679458618e-03 -5.128377914428710938e+00
-4.213611602783203125e+00 -1.740886211395263672e+00 -2.266471274197101593e-03 -3.220636367797851562e+00 3.264235705137252808e-02 8.318668231368064880e-03 -3.494581937789916992e+00
-5.875086307525634766e+00 -1.813129663467407227e+00 8.856279775500297546e-03 -1.849469542503356934e+00 -4.522738978266716003e-03 -5.157622974365949631e-03 -4.044533252716064453e+00
-5.405730247497558594e+00 -1.623926162719726562e+00 8.906060829758644104e-03 -1.828235745429992676e+00 6.523064337670803070e-03 1.072256453335285187e-02 -4.749243736267089844e+00
-5.474970340728759766e+00 -5.250853061676025391e+00 -1.035611238330602646e-02 -6.152322888374328613e-02 -1.800236292183399200e-02 -3.366468846797943115e-02 -4.099757671356201172e+00
